,Fall 2014 Game Schedule,,,,
,,,,,
,,Version 3 - 9/23/14,,,
,,,,,
Sat 9/6,Field 1,Field 2,Field 3,Field 4,Field 5
,9:00,9:00,9:00,9:00,9:00
,8U1 vs 8U2,8U5 vs 8U6,8U7 vs 8U8,SS5 vs SS6,SS1 vs SS2
,10:00,10:00,10:00,10:00,10:00
,10UF7 vs 10UF8,14F3vs 14F4,13UF1 vs 13UF2,8U3 vs 8U4,SS3 vs SS4
,11:15,11:15,11:15,11:00,11:00
,10UF9 vs 10UF10,,13UF3 vs 13UF4,13UF5 vs 13UF6,12US1 vs 12US2
,12:30,12:15,12:30,12:15,12:00
,10UF3 vs 10UF5,,10UF1 vs 10UF2,12US3 vs 12US4,14F1 vs 14F2
,1:45,1:30,1:45,1:15,1:15
,10UF4 vs 10UF6,,,,
,,,,,
Mon 9/8,Field 1,Field 2,Field 3,Field 4,Field 5
,6:15,6:15,6:15,6:15,6:15
,SS1 vs SS3,12US1 vs 12US4,8U9 vs 8U1,8U2 vs 8U4,10UF5 vs 10UF10
,7:15,7:15,7:15,7:15,7:30
,,12US2 vs 12US3,13UF7 vs 13UF6,19US1 vs 19US2,19US3 vs 19US4
,8:15,8:15,8:30,8:15,8:45
,,,,,
,,,,,
Tue 9/9,Field 1,Field 2,Field 3,Field 4,Field 5
,6:15,6:15,6:15,6:15,6:15
,SS2 vs SS5,SS6 vs SS4,8U6 vs 8U8,10UF6 vs 10UF8,8U3 vs 8U5
,7:15,7:15,7:15,7:30,7:15
,,10UF1 vs 10UF3,13UF1 vs 13UF3,13UF4 vs 13UF5,10UF4 vs 10UF2
,8:30,8:30,8:15,8:45,8:45
,,14F2 vs 14F4,,,
,,,,,
Wed 9/10,Field 1,Field 2,Field 3,Field 4,Field 5
,6:15,6:15,6:15,6:15,6:15
,,,,,
,7:15,7:15,7:15,7:30,7:30
,,,,,
,8:15,8:30,8:15,8:45,8:45
,,,,,
,,,,,
Thu 9/11,Field 1,Field 2,Field 3,Field 4,Field 5
,6:15,6:15,6:15,6:15,6:15
,8U7 vs 8U4,10UF9 vs 10UF7,13UF6 vs 13UF2,,
,7:15,7:30,7:30,7:30,7:30
,19US1 vs 19US3,19US2 vs 19US4,14F1 vs 14F3,,
,8:30,8:30,8:15,8:45,8:45
,,,,,
,,,,,
Sat 9/13,Field 1,Field 2,Field 3,Field 4,Field 5
,9:00,9:00,9:00,9:00,9:00
,Fall Break,Fall Break,Fall Break,Fall Break,Fall Break
,10:30,10:30,10:30,10:30,10:30
,Fall Break,Fall Break,Fall Break,Fall Break,Fall Break
,12:00,12:00,12:00,12:00,12:00
,Fall Break,Fall Break,Fall Break,Fall Break,Fall Break
,1:30,1:30,1:30,1:30,1:30
,Fall Break,Fall Break,Fall Break,Fall Break,Fall Break
,3:00,3:00,3:00,3:00,3:00
,Fall Break,Fall Break,Fall Break,Fall Break,Fall Break
,,,,,
,,,,,
Mon 9/15,Field 1,Field 2,Field 3,Field 4,Field 5
,6:00,6:00,6:00,6:00,6:00
,Fall Break,Fall Break,Fall Break,Fall Break,Fall Break
,7:15,7:15,7:15,7:15,7:15
,Fall Break,Fall Break,Fall Break,Fall Break,Fall Break
,8:30,8:30,8:30,8:30,8:30
,Fall Break,Fall Break,Fall Break,Fall Break,Fall Break
,,,,,
Tue 9/16,Field 1,Field 2,Field 3,Field 4,Field 5
,6:00,6:00,6:00,6:00,6:00
,Fall Break,Fall Break,Fall Break,Fall Break,Fall Break
,7:15,7:15,7:15,7:15,7:15
,Fall Break,Fall Break,Fall Break,Fall Break,Fall Break
,8:30,8:30,8:30,8:30,8:30
,Fall Break,Fall Break,Fall Break,Fall Break,Fall Break
,,,,,
Wed 9/17,Field 1,Field 2,Field 3,Field 4,Field 5
,6:00,6:00,6:00,6:00,6:00
,Fall Break,Fall Break,Fall Break,Fall Break,Fall Break
,7:15,7:15,7:15,7:15,7:15
,Fall Break,Fall Break,Fall Break,Fall Break,Fall Break
,8:30,8:30,8:30,8:30,8:30
,Fall Break,Fall Break,Fall Break,Fall Break,Fall Break
,,,,,
Thu 9/18,Field 1,Field 2,Field 3,Field 4,Field 5
,6:00,6:00,6:00,6:00,6:00
,Fall Break,Fall Break,Fall Break,Fall Break,Fall Break
,7:15,7:15,7:15,7:15,7:15
,Fall Break,Fall Break,Fall Break,Fall Break,Fall Break
,8:30,8:30,8:30,8:30,8:30
,Fall Break,Fall Break,Fall Break,Fall Break,Fall Break
,,,,,
Sat 9/20,Field 1,Field 2,Field 3,Field 4,Field 5
,9:00,9:00,9:00,9:00,9:00
,Fall Break,Fall Break,Fall Break,Fall Break,Fall Break
,10:30,10:30,10:30,10:30,10:30
,Fall Break,Fall Break,Fall Break,Fall Break,Fall Break
,12:00,12:00,12:00,12:00,12:00
,Fall Break,Fall Break,Fall Break,Fall Break,Fall Break
,1:30,1:30,1:30,1:30,1:30
,Fall Break,Fall Break,Fall Break,Fall Break,Fall Break
,3:00,3:00,3:00,3:00,3:00
,Fall Break,Fall Break,Fall Break,Fall Break,Fall Break
,,,,,
Mon 9/22,Field 1,Field 2,Field 3,Field 4,Field 5
,6:15,6:15,6:15,6:15,6:15
,8U1 vs 8U5,SS2 vs SS6,10UF3 vs 10UF7,8U7 vs 8U9,8U8 vs 8U3
,7:15,7:15,7:30,7:15,7:15
,13UF1 vs 13UF6,,10UF1 vs 10UF5,14F4 vs 14F1,10UF6 vs 10UF8
,8:30,8:15,8:45,8:30,8:30
,19US2 vs 19US3,,,,19US1 vs 19US4
,,,,,
Tue 9/23,Field 1,Field 2,Field 3,Field 4,Field 5
,6:15,6:15,6:15,6:15,6:15
,10UF4 vs 10UF7,SS1 vs SS4,8U1 vs 8U3,12US4 vs 12US3,8U4 vs 8U7
,7:30,7:15,7:15,7:15,7:15
,10UF1 vs 10UF9,,13UF3 vs 13UF2,13UF4 vs 13UF7,13UF5 vs 13UF1
,8:45,8:30,8:30,8:30,8:30
,,,14F2 vs 14F3,,19US2 vs 19US1
,,,,,
Wed 9/24,Field 1,Field 2,Field 3,Field 4,Field 5
,6:15,6:15,6:15,6:15,6:15
,,,,,
,7:15,7:15,7:15,7:30,7:30
,,,,,
,8:15,8:30,8:15,8:45,8:45
,,,,,
,,,,,
Thu 9/25,Field 1,Field 2,Field 3,Field 4,Field 5
,6:15,6:15,6:15,6:15,6:15
,8U2 vs 8U8,8U6 vs 8U4,SS3 vs SS5,8U5 vs 8U9,12US1 vs 12US2
,7:15,7:15,7:15,7:15,7:15
,10UF3 vs 10UF8,10UF10 vs 10UF4,,10UF7 vs 10UF2,13UF5 vs 13UF7
,8:30,8:30,8:30,8:30,8:30
,19US4 vs 19US3,13UF4 vs 13UF1,,14F4 vs 14F1,14F3 vs 14F2
,,,,,
Sat 9/27,Field 1,Field 2,Field 3,Field 4,Field 5
,9:00,9:00,9:00,9:00,9:00
,8U6 vs 8U3,8U9 vs 8U4,8U7 vs 8U5,SS5 vs SS1,SS6 vs SS3
,10:00,10:00,10:00,10:00,10:00
,10UF2 vs 10UF8,14F2vs 14F4,13UF6 vs 13UF5,8U2vs 8U1,SS4 vs SS2
,11:15,11:15,11:15,11:00,11:00
,10UF7 vs 10UF1,10UF9 vs 10UF6,13UF2 vs 13UF4,13UF7 vs 13UF3,12US3 vs 12US2
,12:30,12:30,12:30,12:15,12:00
,10UF5 vs 10UF4,10UF10 vs 10UF3,,14F1 vs 14F3,12US1 vs 12US4
,1:45,1:30,1:45,1:30,1:15
,,,,,
,,,,,
Mon 9/29,Field 1,Field 2,Field 3,Field 4,Field 5
,6:15,6:15,6:15,6:15,6:15
,8U5 vs 8U4,SS1 vs SS6,8U1 vs 8U8,SS3 vs SS2,10UF10 vs 10UF9
,7:15,7:15,7:15,7:15,7:30
,14F1 vs 14F2,,13UF2 vs 13UF5,13UF7 vs 13UF1,12US2 vs 12US1
,8:30,8:15,8:30,8:30,8:30
,,,,19US4 vs 19US3,19US2 vs 19US1
,,,,,
Tue 9/30,Field 1,Field 2,Field 3,Field 4,Field 5
,6:15,6:15,6:15,6:15,6:15
,SS5 vs SS4,SS6 vs SS2,8U2 vs 8U7,8U8 vs 8U3,10UF5 vs 10UF7
,7:15,7:15,7:15,7:15,7:30
,10UF3 vs 10UF4,,14F3 vs 14F4,10UF2 vs 10UF6,13UF6 vs 13UF3
,8:30,8:30,8:30,8:30,8:45
,19US3 vs 19US1,,,13UF5 vs 13UF7,
,,,,,
Wed 10/1,Field 1,Field 2,Field 3,Field 4,Field 5
,6:15,6:15,6:15,6:15,6:15
,,,,,
,7:15,7:15,7:15,7:30,7:30
,,,,,
,8:15,8:30,8:15,8:45,8:45
,,,,,
,,,,,
Thu 10/2,Field 1,Field 2,Field 3,Field 4,Field 5
,6:15,6:15,6:15,6:15,6:15
,10UF8 vs 10UF1,SS5 vs SS3,8U5 vs 8U2,8U6 vs 8U1,8U7 vs 8U9
,7:30,7:15,7:15,7:15,7:15
,13UF4 vs 13UF6,,10UF4 vs 10UF5,12US4 vs 12US3,13UF3 vs 13UF2
,8:15,8:30,8:30,8:15,8:30
,,,,,19US4 vs 19US2
,,,,,
Sat 10/4,Field 1,Field 2,Field 3,Field 4,Field 5
,9:00,9:00,9:00,9:00,9:00
,8U4 vs 8U1,8U9 vs 8U6,8U8 vs 8U5,SS5 vs SS1,SS6 vs SS3
,10:00,10:00,10:00,10:00,10:00
,10UF9 vs 10UF2,14F2vs 14F3,13UF1 vs 13UF4,8U3vs 8U2,SS4 vs SS2
,11:15,11:15,11:15,11:00,11:00
,10UF8 vs 10UF1,10UF10 vs 10UF6,13UF3 vs 13UF5,13UF2 vs 13UF7,12US4 vs 12US2
,12:30,12:30,12:30,12:15,12:00
,10UF4 vs 10UF5,10UF7 vs 10UF3,,14F4vs 14F1,12US3 vs 12US1
,1:45,1:30,1:45,1:30,1:15
,,,,,
Mon 10/6,Field 1,Field 2,Field 3,Field 4,Field 5
,6:15,6:15,6:15,6:15,6:15
,8U1 vs 8U7,10UF9 vs 10UF10,8U6 vs 8U2,SS2 vs SS1,SS6 vs SS5
,7:15,7:30,7:15,7:15,7:15
,13UF4 vs 13UF7,13UF6 vs 13UF2,10UF2 vs 10UF5,,12US1 vs 12US4
